"","numberPerDocket","numberOfCommentsReceived","organization","submitterName","title","commentText","docketTitle"
"2818",190531,2646,NA,"Jane Goodall Institute","Jane Goodall Institute (The)","the Jane Goodall Institute's Comment
(About 2646 signatures)","Endangered Status for All Chimpanzees"
"2819",190531,6686,"PCRM","Noelle PCRM.Callahan","MASS-MAILING PCRM.Callahan","Noelle Callahan's Comment
(This is a large number of identical letter petition from 6,686 members of the Physicians 
Committee for Responsible Medecine)","Endangered Status for All Chimpanzees"
"2820",190531,54744,"Humane Society","Ana Frostic","Frostic","Anna Frostic's Comment
(Humane Society of the United States)

This submission includes a CD with unedited and edited comments from members of 
Humane Society. 54,744 Comments.","Endangered Status for All Chimpanzees"
"2821",187145,214,NA,NA,"Mass Comment Campaign sponsoring organization unknown. Sample attached (email)","See Attached","Protection of Visibility: Amendments to Requirements for State Plans"
"2822",187145,229,NA,NA,"Mass Comment Campaign sponsoring organization unknown (web)","Dear Gina McCarthy:

Please accept these comments regarding the Regional Haze Rule Revision on behalf of the artistic community from the Mojave Desert, across the U.S. and around the globe who care deeply for clean air and scenic vistas in Joshua Tree National Park, as well as all the units of the National Park System.

Sant Khalsa, Artist and Professor Emeritus of Art, California State University, San Bernardino.

","Protection of Visibility: Amendments to Requirements for State Plans"
"2823",187145,507,NA,NA,"Mass Comment Campaign sponsored by National Parks Conservation Association (email)","See Attached","Protection of Visibility: Amendments to Requirements for State Plans"
"2824",187145,104,NA,NA,"Mass Comment Campaign sponsored by National Parks Conservation Association (email)","See Attached","Protection of Visibility: Amendments to Requirements for State Plans"
"2825",187145,23375,NA,NA,"Mass Comment Campaign sponsored by Earthjustice (web)","August  10, 2016

Environmental Protection Agency
1200 Pennsylvania Avenue, N.W.
Washington, DC 20460

Attached below are the names of 23,375 individuals who have submitted public comments urging the Environmental Protection Agency to finalize the strongest possible revisions to the Regional Haze Rule. In addition to signing on in support of the following letter, 2959 individuals of the total number have submitted personalized comments. The personalized comments start on page 2 and end on page 170.

Finalize strong Regional Haze Rule updates: Docket ID No. EPA-HQ-OAR-2015-0531
Dear Administrator McCarthy,

Thank you for proposing important updates to the Regional Haze Rule. As we celebrate the National Park Service's Centennial, we are reminded of just how valuable clean and healthy parks are for the millions of visitors and local economies that depend on the tourism. 

Our national parks are some of our most special and iconic public treasures. Unfortunately, too many of them suffer from poor air quality that not only hinders views and diminishes experiences, but also threatens the health and well-being of visitors and wildlife. 

I urge you to finalize the strongest possible revisions to the Regional Haze Rule. Please reject language that would allow known polluters to avoid or delay cleaning up their harmful emissions. The program must ensure parks are on a clear and certain path to pollution reductions, and states must be held accountable for their contributions to dangerous haze pollution. I also support giving the National Park Service a more meaningful role in the process to ensure that those who know the parks the best are able to help craft the strongest protections. 

I hope you will use every tool at your disposal to ensure polluters are held accountable and that our parks are cleaned up in a prompt and timely fashion. 

Thank you for your work and consideration.
","Protection of Visibility: Amendments to Requirements for State Plans"
"2826",187145,251,NA,NA,"Mass Comment Campaign sponsoring organization unknown (web)","Dear Gina McCarthy,

I am a physician advocate who resides in Palm Springs, CA, and cares deeply about the air quality in our national parks and our communities!  Please accept the attached comments on behalf of health care providers and park enthusiasts from southern California and around the nation.

Respectfully,

Lani Miller, M.D.
Palm Springs, CA","Protection of Visibility: Amendments to Requirements for State Plans"
"2827",187145,199,NA,NA,"Mass Comment Campaign sponsored by National Parks Conservation Association (NPCA) (paper)","See Attached","Protection of Visibility: Amendments to Requirements for State Plans"
"2828",187145,16662,NA,NA,"Mass Comment Campaign sponsored by League of Conservation Voters (LCV) (web)","The League of Conservation Voters is submitting the following comment from 16,662 members, all of whom signed on to the following: 

U.S. national parks - often called ""America's Best Idea"" - are a badge of honor, source of pride for our nation, and an important economic driver. Ensuring our national parks have clean air is central to upholding the environmental values upon which these parks were founded.

Unfortunately, haze pollution currently threatens our national parks. Fossil fuel companies and other Big Polluters have tried to expose loopholes in the Regional Haze Rule for too long. 

I am writing in strong support of the EPA strengthening and finalizing the proposed update to the Regional Haze Rule. We need the strongest rules on the books to protect the air we breathe in the parks we enjoy.

Attached are the names and state of the signatories. 

Thank you,
Alfredo Ramirez,
League of Conservation Voters","Protection of Visibility: Amendments to Requirements for State Plans"
"2829",187145,60053,NA,NA,"Mass comment campaign sponsored by CREDO Action (web)","
RE: Docket ID No. EPA-HQ-OAR-2015-0531

Attached please find 60,059 individual public comments collected by CREDO Action for submission to the comment period on the proposed amendments to requirements under the Clean Air Act. Individual comments may differ throughout, although the majority read as follows: 

""For too long, our national parks have been plagued by dirty fossil fuel air pollution, and the EPA's plans to update the Regional Haze Rule have the potential to protect scenic views and public health. But the proposed rule could be much stronger. States do not need more leniency or longer deadlines to implement their clean up plans. We need tighter enforcement of regulations to keep states accountable.""

Comments have been separated into 13 separate PDFs to accommodate the delivery. 

Please contact me if you have any questions about the attached comment submissions.

Sincerely, 

Josh Nelson
Deputy Political Director, CREDO Action 
jnelson@credoaction.com 
415-369-2000

","Protection of Visibility: Amendments to Requirements for State Plans"
"2830",187145,106,NA,NA,"Mass comment campaign sponsoring organization unknown. Sample attached (email)","See Attached","Protection of Visibility: Amendments to Requirements for State Plans"
"2831",187145,15260,NA,NA,"Mass comment campaign sponsored by National Parks Conservation Association (NPCA). Sample attached (email)","See Attached","Protection of Visibility: Amendments to Requirements for State Plans"
"2832",187145,65179,NA,NA,"Mass comment campaign sponsoring organization unknown. Sample attached (email)","See Attached","Protection of Visibility: Amendments to Requirements for State Plans"
"2833",187145,1997,NA,NA,"Mass Comment Campaign sponsored by Conservation Voters of Pennsylvania (web)","Administrator Gina McCarthy
Environmental Protection Agency
1200 Pennsylvania Ave., NW
Washington, DC 20460

Re: Regional Haze Rule (Comments on Docket ID No. EPA-HQ-OAR-2015- 0531) 

Dear Administrator McCarthy,

Conservation Voters of Pennsylvania, a statewide environmental advocacy organization in Pennsylvania, today submits our comments signed by 1,997 of our members and activists in support of the Clean Air Act's (CAA) Regional Haze Rule. 

We are grateful that you are taking action to protect our national parks and wilderness areas from haze pollution. The proposed amendments to the regional haze rule are a critical step in tackling harmful health pollutants and ensuring that everyone's next trip to a national park will include clear skies and the ability to enjoy the natural beauty our national parks were intended to preserve. 

Thank you for helping to ensure that every state does its fair share to protect our national parks and wilderness areas from haze pollution. Preserving our parks and wilderness areas should come before political posturing and maneuvering, which often lets the biggest and dirtiest polluters off the hook.

However, we are concerned about several provisions in the current proposal, including:
	Extending the deadline for states to submit their next round of haze cleanup plans by three years
	Potentially allowing states nearly a decade to avoid cleaning up sources of air pollution specifically identified by federal land managers as causing impairment of protected national parks and wilderness areas
	Weakening the ability of EPA and the public to force corrective action if states fall behind in achieving their pollution reduction obligations

States can and should meet their current deadlines for preparing plans to clean up haze pollution. We need tighter enforcement, not more leniency.

The Regional Haze Rule has made progress in improving the air quality and visibility, but we must continue to set high standards to restore natural visibility at America's national parks and wilderness areas. The proposed revision of the Regional Haze Rule is a step in the right direction, but it should be strengthened by addressing the shortcomings described above.

Thank you for helping to protect our national parks during their centennial year.

Sincerely,
 
Josh McNeil
Executive Director, Conservation Voters of PA
","Protection of Visibility: Amendments to Requirements for State Plans"
"2834",187145,2213,NA,NA,"Mass Comment Campaign sponsored by Physicians for Social Responsibility (PSR). Sample attached (email)","See attached","Protection of Visibility: Amendments to Requirements for State Plans"
"2835",187145,128,NA,NA,"Mass comment campaign sponsoring organization unknown. Sample attached (email)","See attached","Protection of Visibility: Amendments to Requirements for State Plans"
"2836",187145,668,NA,NA,"Mass Comment Campaign sponsored by Southern Utah Wilderness Alliance. Sample attached (email)","See attached","Protection of Visibility: Amendments to Requirements for State Plans"
"2837",175257,100280,NA,NA,"Mass comment campaign sponsoring organization unknown (USB)","See Attached","Renewable Fuel Standard Program: Standards for 2019 and Biomass-Based Diesel Volume for 2020"
"2838",175257,553,NA,NA,"Mass Comment Campaign sponsored by Iowa Renewable Fuels Association (IRFA) (web)","Please see attached comments.","Renewable Fuel Standard Program: Standards for 2019 and Biomass-Based Diesel Volume for 2020"
"2839",175257,3910,NA,NA,"Mass comment campaign sponsored by POET Biofuels. Samples attached (paper)","See attached","Renewable Fuel Standard Program: Standards for 2019 and Biomass-Based Diesel Volume for 2020"
"2840",175257,243,NA,NA,"Mass comment campaign sponsoring organization unknown. Sample attached (email)","See attached","Renewable Fuel Standard Program: Standards for 2019 and Biomass-Based Diesel Volume for 2020"
"2841",175257,2712,NA,NA,"Mass comment campaign sponsored by POET Biofuels. Samples attached (paper)","See attached","Renewable Fuel Standard Program: Standards for 2019 and Biomass-Based Diesel Volume for 2020"
"2842",175257,51240,NA,NA,"Mass comment campaign sponsored by Sierra Club (email)","See Attached","Renewable Fuel Standard Program: Standards for 2019 and Biomass-Based Diesel Volume for 2020"
"2843",175257,16319,NA,NA,"Mass comment campaign sponsored by National Wildlife Federation Action Fund (NWA). Sample attached (email)","See attached","Renewable Fuel Standard Program: Standards for 2019 and Biomass-Based Diesel Volume for 2020"
"2844",174094,35217,NA,NA,"Mass Comment Campaign sponsored by Natural Resources Defense Council (NRDC) (web)","Please accept these public comments from 35,218 online members and activists on behalf of the Natural Resources Defense Council (NRDC) regarding EPA-HQ-OEM-2015-0725-0890 opposing the proposed roll back of EPA's Risk Management Plan (RMP) rules. These critical rules govern how to prevent, mitigate, and keep surrounding communities safe from disasters at industrial and chemical facilities around the country. Considering that between 2004 and 2013, over 2,200 chemical disasters took place in the US, these rules need to be kept in place and strengthened to protect lives and communities across the country. We urge you to reject any roll back of live saving RMP rules. Thank you for your consideration. ","Accidental Release Prevention Requirements:  Risk Management Programs Under the Clean Air Act"
"2845",174094,10654,NA,NA,"Mass Comment Campaign sponsored by Public Citizen (web)","August 23, 2018

The Honorable Andrew Wheeler, Acting Administrator
Environmental Protection Agency
1200 Pennsylvania Avenue NW
Washington, DC 20460

Docket # EPA-HQ-OEM-2015-0725

Dear Acting Administrator Wheeler:

Im writing to oppose the Environmental Protection Agencys rollbacks of the Chemical Disaster Rule.
Each year, an average of 150 fires, leaks, explosions and other incidents occur at chemical plants. The
Chemical Disaster Rule helps protect workers and communities, yet the EPA is proposing to repeal all of
the disaster prevention measures. The EPA should keep and implement the full Chemical Disaster Rule.
Along the Gulf Coast, Hurricane Harvey proved how devastating it can be when natural disasters impact
chemical facilities. The EPA should be working to prevent catastrophic incidents, especially as the risk for
extreme weather events is on the rise.

The EPA claims that the chemical industry will save $88 million/year through these repeals  a tiny
amount for the industry. But when a chemical disaster happens again  and it will  a single event can
cause $220 million in harm. The cost of doing business should include the cost of operating safely.
The EPA must not weaken or delay emergency response requirements, nor should it deny chemical
hazard information to exposed communities. Make companies use safer, less hazardous chemicals and
put into place more robust preparation, planning and incident review.

Sincerely,

Public Citizen and 10,654 signatories (attached)","Accidental Release Prevention Requirements:  Risk Management Programs Under the Clean Air Act"
"2846",174094,414,NA,NA,"Mass Comment Campaign sponsored by BlueGreen Alliance (web)","August 23, 2018

RE: Docket EPA-HQ-OEM-2015-0725-0890 

To Whom It May Concern:

Please find 414 comments attached for inclusion in this docket, EPA-HQ-OEM-2015-0725-0890, Accidental Release Prevention Requirements: Risk Management Programs Under the Clean Air Act regarding proposed rescissions of EPAs Chemical Disaster Rule. More than 40 people have taken the time to write a personalized comment and 371 have signed to the following text:

Weakening the Chemical Disaster Rule (EPA-HQ-OEM-2015-0725-0890) will endanger workers, first responders, and the communities surrounding industrial facilities that handle hazardous chemicals. 

Roughly 177 million Americans live close enough to an industrial facility to be affected by a chemical accident, and that risk falls disproportionately on low-income and minority communities. One-in-three schoolchildren currently attend a school in the vulnerability zone for an industrial chemical accident, meaning they are potentially in the path of a lethal industrial chemical release. Workers are greatest risk of injury or death, alongside first responders, who put their lives on the line responding to the industrial fires, explosions, and chemical releases that occur 150 times on average each year across the nation. 

The Chemical Disaster Rule (Amendments to the Accidental Release Prevention Requirements for Risk Management Programs (RMP) under the Clean Air Act), finalized in January 2017, provided critically needed safeguards. The EPAs proposal to weaken the rule will eliminate key provisions that require companies to coordinate with emergency responders; analyze accidents to determine how to prevent them in the future; share information with communities on hazards at the facility and preparedness procedures; conduct independent audits for serious chemical accidents; and, for the most dangerous subset of facilities, evaluate safer technologies and practices so that if an accident occurs (whatever the cause), fewer people will be killed or injured.

EPAs proposal reflects a disregard for the safety of American workers and the millions of Americansincluding school childrenwho work or live in the danger zone of these facilities. I urge you to withdraw EPAs current proposal and implement the Chemical Disaster Rule in its original January 2017 form.

We respectfully request that the 414 comments submitted by the individuals in the attached document be reflected in the final comment tally for this docket.

Sincerely,

Jessica Eckdish
Senior Policy Advisor
BlueGreen Alliance","Accidental Release Prevention Requirements:  Risk Management Programs Under the Clean Air Act"
"2847",174094,7356,NA,NA,"Mass Comment Campaign sponsored by the US PIRG (web)","The attached signatures represent the 7,356 people who added their name in support of the following message:

Millions of Americans live, attend school, and work within the zone of vulnerability of hazardous chemical facilities, putting them at risk of disaster in the event of a chemical release incident. The Risk Management Program Amendments include rules and regulations invaluable to the safety of families and communities all over the country. I strongly urge you not to rescind and modify the RMP Amendments, to keep Americans safe from chemical catastrophe.

The Risk Management Program Amendments were designed by the EPA in response to significant risk to the safety of American workers and communities. The EPAs own findings defined an urgent need for the common-sense updates and regulations the amendments outline.

When the implementation of the amendments was delayed, devastating chemical disasters continued to occur. Its clear that the EPAs original findings, which informed the construction of the RMP Amendments in the first place, remain relevant -- and the RMP Amendments remain as necessary as ever.

Rescinding the RMP Amendments not only needlessly puts millions of Americans at risk from chemical catastrophe, but also bizarrely disregards the prior work of the EPA on this important subject. In order to prevent future tragedies, the RMP Amendments must be kept in place. 

With millions of American lives at risk every day from facilities covered under the RMP Amendments, this rule is no place to attempt to cut costs or corners. 
","Accidental Release Prevention Requirements:  Risk Management Programs Under the Clean Air Act"
"2848",174094,2498,NA,NA,"Mass Comment Campaign sponsored by Beyond Pesticides (web)","The following comments are submitted on behalf of Beyond Pesticides and the 2,495 signers in the attached file.

The proposed Risk Management Plan (RMP) Amendments reduce protections from chemical plant accidents with disproportionate impact on people of color and low-income communities. The rollback, if adopted, will directly subvert the goals and commitments of Executive Order 12898 [Federal Actions to Address Environmental Justice in Minority Populations and Low-Income Populations]. As stated by the Environmental Justice Health Alliance for Chemical Policy Reform,

 Rather than serving to improve on-the-ground results for overburdened communities through reduced impacts, the action will increase hazards and impacts in these communities, as documented in EPAs Regulatory Impact Assessment (RIA) of the action;
 Instead of institutionaliz[ing] environmental justice [EJ] integration in EPA decision-making, the action will proceed without addressing EJ issues or providing for meaningful involvement of affected communities;
 Rather than strengthening the agencys ability to take action on environmental justice and cumulative impacts, the action will eliminate regulatory elements and tools that would have helped address these impacts;
 Instead of deepen[ing] environmental justice practice within EPA programs to improve the health and environment of overburdened communities, the action will ignore EJ consideration requirements and worsened the health and environment of EJ communities by the agencys own hand;
 Rather than work[ing] with partners to expand our positive impact within overburdened communities, the action will create negative impacts and has been developed while the agency refuses to respond to EJ community requests for meaningful involvement.

We urge you to reject the proposed changes to the RMP. Thank you for your consideration of these comments.","Accidental Release Prevention Requirements:  Risk Management Programs Under the Clean Air Act"
"2849",174094,222,NA,NA,"Mass Comment Campaign sponsored by International Union of Operating  Engineers Local 420 (email)","See Attached","Accidental Release Prevention Requirements:  Risk Management Programs Under the Clean Air Act"
"2850",174094,1861,NA,NA,"Mass Comment Campaign sponsored by Sierra Club (web)","See attached file(s) for 1862 comments.

Eliminating or weakening the Chemical Disaster Rule (EPA-HQ-OEM-2015-0725-0890) would put industrial workers, first responders, and communities living near chemical facilities that use hazardous chemicals at risk. 

The Chemical Disaster Rule (Amendments to the Accidental Release Prevention Requirements for Risk Management Programs (RMP) under the Clean Air Act) provides vital safeguards for over 12,500 facilities that handle hazardous chemicals. This proposal would remove important requirements that help prevent, and appropriately prepare for, deadly chemical accidents. These include important components such as coordination with local emergency responders, investigations of accidents to prevent future disasters, independent third-party audits, and evaluating safer technology and practices that could decrease the number of people injured or killed if a problem occurs at one of these facilities. 

Currently, over 177 million Americans live, work, and go to school close enough to an industrial facility to feel the impacts of a chemical accident. Low-income and minority communities are disproportionately represented in this group. Between 2004 and 2013, there were over 1,500 reported chemical releases or explosions at RMP-covered facilities. Workers at these facilities work in potentially dangerous situations every day, and first responders put their lives on the line without proper information when an accident occurs. 

I urge the EPA to put the lives of children, workers, first responders, and countless communities over the interests of the oil and chemical industry by withdrawing this dangerous proposal to weaken these protections by rescinding amendments and changing compliance dates.","Accidental Release Prevention Requirements:  Risk Management Programs Under the Clean Air Act"
"2851",174094,18087,NA,NA,"Comment submitted by Michael Wright, Director of Health Safety and Environment, United Steelworkers (USW) and Mass Comment Campaign (Part 2 of 2)","USW submission 2 of 2

Please find the attached supplemental documents 11 through 26 from the United Steelworkers.","Accidental Release Prevention Requirements:  Risk Management Programs Under the Clean Air Act"
"2852",174094,4617,NA,NA,"Mass Comment Campaign sponsored by Sierra Club (web)","Attached are the public comments of 4,617 people who oppose any delay in the amended Risk Management Program regulations. Thank you for considering this large amount of public input as you decide how to best improve safety for first responders, industrial workers, and residents living near chemical facilities.","Accidental Release Prevention Requirements:  Risk Management Programs Under the Clean Air Act"
"2853",174094,43669,NA,NA,"Mass Comment Campaign sponsored by Earthjustice (web)","Appended below are the names of 43669 individuals who have submitted public comments urging the Environmental Protection Agency not to delay the amendments to the Accidental Release Prevention Requirements for Risk Management Programs. In addition to signing on in support of the following letter, 10971 individuals of the total number have submitted personalized comments. The personalized comments start on page 3 and end on page 594.","Accidental Release Prevention Requirements:  Risk Management Programs Under the Clean Air Act"
"2854",174094,5630,NA,NA,"Mass Comment Campaign sponsored by Union of Concerned Scientists(web)","To: The Environmental Protection Agency

As Americans who live within a zip code of one of the nation's high-risk chemical facilities, we urge the Environmental Protection Agency (EPA) to not delay or roll back the improvements made to the Risk Management Program (RMP).

The first revision in more than 20 years to the RMP was shaped by years of rigorous research and public input and was motivated by the legal responsibility of the EPA to mitigate the injuries, lives lost, and property damage of chemical accidents throughout the country. Any attempt to delay or weaken the RMP sacrifices the health and safety of our families, emergency responders, workers, and nearby communities, who are often low-income communities and communities of color already bearing the burden of environmental hazard.

We ask the EPA to take its mission and legally-mandated responsibility seriously and to embrace the amendments to the RMP rule that will reduce risks associated with and improve emergency response to catastrophic chemical facility incidents.
 
Sincerely, 

The undersigned
(attached: signatories of 5,630 residents near high-risk chemical facilities)
","Accidental Release Prevention Requirements:  Risk Management Programs Under the Clean Air Act"
"2855",174094,4085,NA,NA,"Mass Comment Campaign sponsoring organization unknown (Email)","See Attached","Accidental Release Prevention Requirements:  Risk Management Programs Under the Clean Air Act"
"2856",174094,13698,NA,NA,"Mass Mail Campaign Sponsored by EarthJustice (Web)","Attached is a file containing the names of 13,698 individuals who have submitted public comments urging the Environmental Protection Agency's  to set strong chemical safety standards. In addition to signing on in support of the following letter, 1,535 individuals of the total number have submitted personalized comments. The personalized comments start on page 3 and end on page 112.

Protect communities from chemical disasters (Docket ID: EPA-HQ-OEM-2015-0725)

Dear Administrator McCarthy,

Thank you for recognizing the need to set stronger chemical safety standards. The U.S. Environmental Protection Agency (EPA) must use its full legal authority and commonsense measures to protect workers and communities from chemical disasters.

The EPA must immediately use its authority under the 1990 amendments to the Clean Air Act to prevent future chemical disasters. Any commonsense strategy for reducing chemical disasters should include an EPA requirement that chemical facilities both assess safer measures and also put them in place. Voluntary guidelines are not getting the job done to protect workers and communities. It's not fair for the burden of hazardous releases to fall only on workers, vulnerable communities and first responders who have little or no ability to protect themselves and their families once a chemical disaster is in progress. That's why the EPA must exercise its authority and fulfill its responsibility to act under the Clean Air Act's ""Bhopal"" provisions in section 112(r)(1) and 112 (r)(7) to require refineries and chemical facilities to use the safest cost-effective chemical process available to eliminate the potential for catastrophic chemical releases.

A report by the Environmental Justice and Health Alliance for Chemical Policy Reform (cosponsored by Coming Clean and the Center for Effective Government) highlighted that more than 134 million Americans live in the danger zones around 3,433 facilities that store or use highly hazardous chemicals. Most in danger are the 3.8 million people living at the fence line of these facilities. How many more news headlines and how much more preventable suffering must our country endure before the EPA uses its power to hold chemical facilities accountable for safe operations? 

The threat posed by chemical disasters is more acutely felt by residents of communities of color. Specifically, the EJHA report found that Blacks are 75 percent more likely than the greater U.S. population as a whole to live in fenceline zones near chemical facilities. Latinos are 60 percent more likely to live in fenceline communities.

The final rule should:

	Finalize the EPA's proposed requirement for a safer alternatives assessment by certain oil refineries, chemical manufacturers and paper plants to determine the availability of safer available chemical processes and/or inherently safer technologies (IST); require this assessment to be reported to EPA, and strengthen transparency for the affected public; require this assessment to occur expeditiously, not wait another five years; and apply the assessment requirement to all hazardous-release industries covered by Clean Air Act section 112(r).
	Prioritize protection of the most vulnerable populations, including workers, nearby communities and first responders. 
	Require all refineries and chemical facilities to reduce the use of the most toxic substances where alternatives are available, and implement other safer practices, like backup power, to prevent catastrophic accidents.|
	Engage workers in the alternatives and feasibility assessment process and ensure they have whistleblower protections and anonymous reporting.
	Require and strengthen hazardous leak detection and require fenceline monitoring at all hazardous facilities to ensure prompt action is taken when a release occurs and to give communities and first responders near hazardous facilities real-time information on hazards as they begin to happen, instead of just after the fact.

Preventing chemical disasters could be part of the Obama administration's legacy if you strengthen and finalize this rule to address the safety threat that refineries and other chemical facilities pose to both workers and communities.

The Undersigned","Accidental Release Prevention Requirements:  Risk Management Programs Under the Clean Air Act"
"2857",174094,6862,NA,NA,"Mass Comment Campaign sponsored by Greenpeace USA (USB)","See attached","Accidental Release Prevention Requirements:  Risk Management Programs Under the Clean Air Act"
"2858",174094,450,NA,NA,"Mass Comment Campaign sponsored by Public Citizen Texas (Web)","Re: Accidental Release Prevention Requirements: Risk Management Programs under the Clean Air Act, EPA Docket No. EPA-HQ-OEM-2015-0725

Dear Director McCarthy:

Attached, please find the name of 450 members and supporters of Public Citizen Texas who signed onto the following statement: 

The EPA must increase protections against catastrophic releases of hazardous chemicals by requiring facilities using those chemicals to study the use of safer technologies. The EPA should go further than its proposed rule by requiring all facilities that are possible sources of such disasters to study safer technologies, not just facilities in a handful of industries.

And the EPA should actually require companies to use feasible safer technologies that they identify in the required studies. Studying safer technologies will only benefit the public if companies have to use those technologies when they can.

The EPA should also make sure that the public knows about the hazards posed by facilities near them and about the efforts those facilities have made, or not made, to reduce the risk. And companies should be required to conduct disaster drills on a frequent basis, and should be required to implement any new rules the EPA issues as soon as possible, not years in the future.

Your proposed rule needs to be tougher and better!

------
Thank you very much in advance for your consideration of these citizens' comments. Please contact me if you have any questions regarding this submission.

All the best,

Susan E. Harley, JD
Deputy Director-- Congress Watch
Public Citizen
sharley@citizen.org
(202) 454-5150","Accidental Release Prevention Requirements:  Risk Management Programs Under the Clean Air Act"
"2859",174094,122,NA,NA,"Mass Comment Campaign sponsored by Coalition to Prevent Chemical Disasters (web)","These are comments submitted by 122 organizations, and additional individuals, representing the Coalition to Prevent Chemical Disasters, on May 13, 2016 in response to Docket EPA-HQ-OEM-2015-0725. The comment, and two references which are included as part of the comment, are uploaded here. See full comment attached.

The comment includes (but is not limited to) this statement:

In taking final action, EPA should strengthen the rule to fully meet its statutory obligations, to ensure that it does not arbitrarily and capriciously exclude facilities and communities from protection or fail to fulfill Environmental Justice policies and practices to address disproportionate harm, and to adopt commonsense measures to prevent chemical disasters.

We recommend EPA finalize all of the important protections contained in the proposed rule and also that EPA make the following specific changes to the proposed rule as detailed below, including:

	Require that all RMP facilities conduct Safer Technology Alternatives Assessments (STAA)s;
	Ensure that summary information from STAAs is publicly available;
	Require more extensive documentation of the feasibility of safer alternatives in Process Hazard Analyses (PHAs);
	Require that STAAs include certain basic elements;
	Require implementation of safer alternatives when feasible;
	Require compliance with STAA requirements sooner than 5 years;
	Adopt a strong, clear definition of ""feasible"" that builds on OSHA's definition;
	Require facilities that conduct STAAs to implement additional prevention and detection measures;
	Require emergency response field exercises more often than every 5 years;
	Ensure disclosure of critical information to enable at-risk communities to participate in their own protection;
	Include specific elements to address disproportionate impacts to already overburdened communities and ensure Environmental Justice;
	Promote worker participation in all relevant activities.","Accidental Release Prevention Requirements:  Risk Management Programs Under the Clean Air Act"
"2860",174094,5012,NA,NA,"Mass Comment Campaign sponsored by Sierra Club (Web)","5,012 Sierra Club supporters from across the states with the highest incidence of chemical facility accidents have submitted comments urgently asking the EPA to create strong protections for their communities by improving upon the proposed rule. The existing rule does not go far enough to protect the people who live in the danger zones of our nation's chemical facilities. 

Please find two spreadsheets attached of all 5,012 comments including customized letters from 124 of the most passionate citizens.

Protect workers and communities; finalize strong chemical plant safety protections - Docket ID No. EPA-HQ-OEM-2015-0725

I urge the EPA to finalize strong chemical safety protections that prioritize worker safety and community and environmental health. A report by the Environmental Justice and Health Alliance (EJHA) for Chemical Policy Reform highlighted that more than 134 million Americans live in the danger zones around 3,433 facilities that store or use highly hazardous chemicals. Specifically, I urge you to finalize safeguards that:

-Require implementation of ""inherently safer technologies"" (IST) where feasible.
-Require a ""safer technology and alternatives analysis"" (STAA) to be submitted to EPA and make the results publicly available.
-Expand the scope of the STAAs to include other facilities, such as water treatment plants.
-To make information on facility hazards and safer alternatives more publicly available. 

Thank you.

See attached file(s)","Accidental Release Prevention Requirements:  Risk Management Programs Under the Clean Air Act"
"2861",174094,4130,NA,NA,"Mass Comment Campaign sponsored by Moms Clean Air Force (USB)","See attached","Accidental Release Prevention Requirements:  Risk Management Programs Under the Clean Air Act"
"2862",174094,9510,NA,NA,"Mass Comment Campaign sponsoring by  U. S. Public Interest Research Group (U. S. PIRG) (Web)","Attention: Docket No. EPA-HQ-OEM-2015-0725
Accidental Release Prevention Requirements: Risk Management Programs Under the Clean Air Act, Section 112(r)(7)

May 13, 2016

Dear Administrator McCarthy,

Were pleased to present you with the following 9,636 public comments on the Environmental Protection Agencys March 14, 2016 Proposed Rule Accidental Release Prevention Requirements: Risk Management Programs Under the Clean Air Act, Section 112(r)(7).

Sincerely,

Carli Jensen, J.D.
Toxics Campaign Director
U.S. Public Interest Research Group
cjensen@pirg.org
732-659-1162
","Accidental Release Prevention Requirements:  Risk Management Programs Under the Clean Air Act"
"2863",162250,13639,NA,NA,"Mass Comment Campaign sponsored by Environmental Defense Fund (EDF) (email).  Sample attached","See attached","Methylene Chloride and N-Methylpyrrolidone (NMP); Rulemaking under TSCA Section 6(a)"
"2864",162250,2657,NA,NA,"Mass Comment Campaign sponsored by Environmental Defense Fund (EDF) (email).  Sample attached","See attached","Methylene Chloride and N-Methylpyrrolidone (NMP); Rulemaking under TSCA Section 6(a)"
"2865",162250,5546,NA,NA,"Mass Comment Campaign sponsored by Public Citizen (web)","See attached file(s)","Methylene Chloride and N-Methylpyrrolidone (NMP); Rulemaking under TSCA Section 6(a)"
