id,Related,Related-order,Updated,Status,Noteworthy,Type,Type-text,Category,Agency,Agency-info,Rule-header,Rule,Proposed-date,Proposed-link,Proposed-status,Proposed-admin,Proposed-progress,Final-date,Final-link,Final-status,Final-admin,Final-progress,Effective-date,Effective-link,Effective-status,Effective-admin,Effective-progress,Summary,Review
193,,,4/19/2019,In Rulemaking,,,,Agriculture,USDA,U.S. Department of Agriculture,,Meat and Poultry Labeling ,4/17/2019,https://www.federalregister.gov/documents/2019/04/17/2019-07634/rescission-of-dual-labeling-requirements-for-certain-packages-of-meat-and-poultry,,trump,progress,,,,,,,,,,,A rule eliminating the dual weight and volume labeling requirement for meat and poultry packages. ,"Packages of meat or poultry products that weigh between one and four pounds (one pint and one gallon) must express both the net weight and net volume on the product label. On April 17, 2019, USDA <a href=""https://www.federalregister.gov/documents/2019/04/17/2019-07634/rescission-of-dual-labeling-requirements-for-certain-packages-of-meat-and-poultry"">proposed</a> to remove the dual labeling requirement which would allow the establishment to only express one unit of measurement. The rule is expected to be an <a href=""https://www.federalregister.gov/documents/2017/02/03/2017-02451/reducing-regulation-and-controlling-regulatory-costs"">E.O. 13771</a> deregulatory action. "
194,,,4/19/2019,In Effect,,,,Environmental,EPA,Environmental Protection Agency,,Commercial and Industrial Solid Waste Incineration Standards and Emissions,6/15/2018,https://www.federalregister.gov/documents/2018/06/15/2018-12164/standards-of-performance-for-new-stationary-sources-and-emission-guidelines-for-existing-sources,,trump,progress,4/16/2019,https://www.federalregister.gov/documents/2019/04/16/2019-05529/standards-of-performance-for-new-stationary-sources-and-emission-guidelines-for-existing-sources,,trump,progress,4/16/2019,https://www.federalregister.gov/documents/2019/04/16/2019-05529/standards-of-performance-for-new-stationary-sources-and-emission-guidelines-for-existing-sources,,trump,progress,"A rule providing flexibility and clarification for implementing performance standards and emission guidelines for commercial and industrial solid waste incineration units.
","The Clean Air Act directs the Environmental Protection Agency (EPA) to develop regulations limiting emissions of certain air pollutants from four categories of solid waste incineration units: municipal solid waste; hospital, medical, and infections solid waste; commercial and industrial solid waste; and other solid waste. EPA promulgated new source performance standards (NSPS) and emission guidelines (EG) to reduce air pollution from commercial and industrial solid waste incineration (CISWI units) in 2000. Various <a href=""https://www.epa.gov/stationary-sources-air-pollution/commercial-and-industrial-solid-waste-incineration-units-ciswi-new"">revisions</a> have been made since. 
<br><br>
On June 15, 2018, the EPA <a href=""https://www.federalregister.gov/documents/2018/06/15/2018-12164/standards-of-performance-for-new-stationary-sources-and-emission-guidelines-for-existing-sources"">proposed</a> a rule to address requests from industry stakeholders and agencies regarding the implementation of the <a href=""https://www.federalregister.gov/documents/2016/06/23/2016-13687/standards-of-performance-for-new-stationary-sources-and-emission-guidelines-for-existing-sources"">June 2016 NSPS and EG</a> for CISWIs, and to clarify certain inconsistencies within the rules. At the time, EPA did not expect the proposal to be an E.O. 13771 deregulatory action. On April 16, 2019, EPA <a href=""https://www.federalregister.gov/documents/2019/04/16/2019-05529/standards-of-performance-for-new-stationary-sources-and-emission-guidelines-for-existing-sources"">finalized</a> the rule, and deemed it an <a href=""https://www.federalregister.gov/documents/2017/02/03/2017-02451/reducing-regulation-and-controlling-regulatory-costs"">E.O. 13771</a> deregulatory action, stating that the rule provides additional flexibilities in the compliance demonstration process, and allows facilities to comply with alternate emissions limits. 
"
195,,,4/22/2019,In Rulemaking,,,,Other,HHS,Department of Health and Human Services,,Streamlining the Adoption and Foster Care Analysis and Reporting System,4/19/2019,https://www.federalregister.gov/documents/2019/04/19/2019-07827/adoption-and-foster-care-analysis-and-reporting-system,,trump,progress,,,,,,,,,,,A rule streamlining reporting requirements for the Adoption and Foster Care Analysis and Reporting System.,"The Social Security Act requires that the Department of Health and Human Services (HHS) regulate the <a href=""https://www.acf.hhs.gov/cb/research-data-technology/reporting-systems/afcars"">Adoption and Foster Care Analysis and Reporting System</a> (AFCARS), which is a national data collection system for  adoption and foster care. Information in AFCARS is collected from state and tribal agencies that receive <a href=""https://www.childtrends.org/wp-content/uploads/2016/01/2016-04TitleIV-EPrimer.pdf"">IV-E funding</a> for child welfare (IV-E agencies) and is used by HHS for tasks such as providing national statistics on the child welfare population, providing reports to Congress, and monitoring compliance with title IV-B and IV-E requirements. AFCARS collects information on children who are in out-of-home care, who exit out-of-home care to adoption or legal guardianship, and children who are covered by a title IV-E adoption or guardianship assistance agreement.
<br><br>
On April 19, 2019, the Administration of Children and Families <a href=""https://www.federalregister.gov/documents/2019/04/19/2019-07827/adoption-and-foster-care-analysis-and-reporting-system"">promulgated</a> a Notice of Proposed Rulemaking (NPRM) to reduce certain data elements in AFCARS reporting requirements related to child information, placements, and permanency planning. Additionally, this rule, if implemented, is expected to further delay the implementation of separate, already delayed AFCARS-related rule revisions <a href=""https://www.federalregister.gov/documents/2016/12/14/2016-29366/adoption-and-foster-care-analysis-and-reporting-system"">published</a> on December 14, 2016 (See tracker entry “Adoption and Foster Care Analysis and Reporting System - Delay”).This rule is expected to be an E.O. 13771 deregulatory action and result in $39.2 million in annual savings from reporting burden reductions. 
"
196,,,4/26/2019,In Rulemaking,,,,Agriculture,EPA,Environmental Protection Agency,,Ban on the pesticide chlorpyrifos,11/6/2015,https://www.federalregister.gov/documents/2015/11/06/2015-28083/chlorpyrifos-tolerance-revocations,,obama,progress,,,,,,3/29/2017,https://www.epa.gov/newsreleases/epa-administrator-pruitt-denies-petition-ban-widely-used-pesticide-0,Action expected,trump,block,"Reversal of a ban on Chlorpyrifos, a potentially harmful pesticide.","Under the <a href=""https://www.epa.gov/laws-regulations/summary-federal-food-drug-and-cosmetic-act"">Federal Food, Drug, and Cosmetic Act</a> (FFDCA), the Environment Protection Agency (EPA) establishes maximum residue limits, or “tolerances,” for pesticide residues on food items. <a href=""https://www.epa.gov/ingredients-used-pesticide-products/chlorpyrifos"">Chlorpyrifos</a> is the most widely-used pesticide, used commonly on corn, soybeans, broccoli and apples. Exposure to it may impair brain development of children and damage cognitive function among adults. 
<br><br>
In 2000, registrants of chlorpyrifos and EPA reached an agreement to cancel almost all residential use chlorpyrifos products.In 2006, EPA <a href=""https://www3.epa.gov/pesticides/chem_search/reg_actions/reregistration/red_PC-059101_1-Jul-06.pdf"">completed</a> the FFDCA tolerance assessment and Registration Eligibility Decision for chlorpyrifos, which included an overview of the chlorpyrifos human health risk assessment. In 2007, the Natural Resource Defense Council (NRDC) and the Pesticide Action Network of North America (PANNA) filed <a href=""https://www.nrdc.org/sites/default/files/hea_10072201a.pdf"">a petition</a> urging the EPA to  to revoke all chlorpyrifos tolerances and cancel all registrations for chlorpyrifos. EPA issued a <a href=""https://www.regulations.gov/document?D=EPA-HQ-OPP-2008-0850-0025"">preliminary human health risk assessment</a> for chlorpyrifos uses in 2011 and a <a href=""https://www.regulations.gov/document?D=EPA-HQ-OPP-2008-0850-0195"">revised assessment</a> in 2014. 
<br><br>
Dissatisfied with EPA’s pace of response efforts, the petitioners sued EPA to compel a faster response to their petition. On August 10, 2015, the U.S. Ninth Circuit Court of Appeals (court) <a href=""https://casetext.com/case/pesticide-action-network-n-am-v-us-envtl-prot-agency-in-re-pesticide-action-network-n-am-2"">issued</a> a mandamus order directing EPA to “issue either a proposed or final revocation rule or a full and final response to the administrative petition by October 31, 2015.” On November 6, 2015, pursuant to this order, EPA <a href=""https://www.federalregister.gov/documents/2015/11/06/2015-28083/chlorpyrifos-tolerance-revocations"">proposed</a> to revoke all chlorpyrifos tolerances based in part on uncertainty surrounding the risk from chlorpyrifos uses. On November 17, 2016, EPA <a href=""https://www.federalregister.gov/documents/2016/11/17/2016-27552/chlorpyrifos-tolerance-revocations-notice-of-data-availability-and-request-for-comment"">published</a> a notice of data availability announcing and inviting comment on EPA’s revised <a href=""https://www.epa.gov/ingredients-used-pesticide-products/chlorpyrifos"">risk health assessment</a> and drinking water assessment, in conjunction with the 2015 proposed revocation. This assessment offered evidence on potential harms caused by chlorpyrifos. However, on March 29, 2017, Scott Pruitt <a href=""https://www.epa.gov/newsreleases/epa-administrator-pruitt-denies-petition-ban-widely-used-pesticide-0"">signed</a> an order reversing this rule and rejecting the petition by NRDC and PANNA. On August 9, 2018, the court <a href=""https://int.nyt.com/data/documenthelper/149-ninth-circuit-opinion-on-pesti/cc426d5eaf5ecfd14272/optimized/full.pdf#page=1"">ordered</a> the EPA to ban chlorpyrifos in 60 days. However, in September 2018, the Trump administration <a href=""https://thehill.com/policy/energy-environment/408173-trump-admin-appeals-ruling-ordering-epa-to-ban-pesticide"">appealed</a> the ruling and the court agreed to reconsider. <em class=""status"">On April 19, 2019, the court <a href=""https://earthjustice.org/sites/default/files/files/En%20Banc%20Mandamus%20Order.pdf"">ordered</a> EPA to make a final decision on the ban of chlorpyrifos within 90 days.</em>"
197,,,4/25/2019,In Rulemaking,,,,Environmental,DoE,Department of Energy,,Test procedures for electric motors,4/23/2019,https://www.federalregister.gov/documents/2019/04/23/2019-06868/energy-conservation-program-test-procedures-for-small-electric-motors-and-electric-motors,,trump,progress,,,,,,,,,,,A rule allowing manufacturers to use alternative standards when testing electric motor efficiency. ,"The Department of Energy (DOE) is authorized to establish energy conservation standards and test procedures for small electric motors and electric motors. On April 23, DOE <a href=""https://www.federalregister.gov/documents/2019/04/23/2019-06868/energy-conservation-program-test-procedures-for-small-electric-motors-and-electric-motors"">proposed</a> to amend these test procedures by offering alternative industry standards that manufacturers can follow when testing for motor efficiency. For small electric motors, DOE also proposed to amend test conditions to ensure the comparability of test results. The rule is expected to be an E.O. 13771 deregulatory action. "
198,,,5/7/2019,In Rulemaking,Y,,,Financial,Treasury ,Department of the Treasury,,Opportunity Zone Regulations,5/1/2019,https://www.federalregister.gov/documents/2019/05/01/2019-08075/investing-in-qualified-opportunity-funds,,trump,progress,,,,,,,,,,,Rules clarifying Opportunity Zone provisions in the 2017 Tax Cuts and Jobs Act. ,"The 2017 Tax Cuts and Jobs Act created Opportunity Zones—economically distressed areas selected by states and targeted for federal tax subsidies for investment. The tax subsidies include deferral and partial forgiveness of capital gains tax on investments in zones and the exclusion of gains on future appreciation of investments held for at least 10 years. Investors have eagerly awaited regulations governing the program before making their investments.  
<br><br>
Treasury initially <a href=""https://www.federalregister.gov/documents/2018/10/29/2018-23382/investing-in-qualified-opportunity-funds"">issued guidance</a> on October 29, 2018 that clarified some provisions but left open other essential questions. On May 1, 2019, Treasury issued a <a href=""https://www.federalregister.gov/documents/2019/05/01/2019-08075/investing-in-qualified-opportunity-funds"">second round of guidance</a>. The proposed rules clarified questions like what “substantially all” meant when applied to questions like how much of a business’ activity needed to occur within a zone to qualify for the tax break, rules governing the types of operating businesses that qualify, and the treatment of leased property used by qualifying opportunity zone businesses. Treasury expects the proposed rules, when final, to be an E.O. 13771 deregulatory action. Comments are open through July 1, 2019. 
"
199,,,5/15/2019,In Rulemaking,,,,Environmental,DoE,Department of Energy,,DoE’s Processing of Interim Testing Procedure Waivers,5/1/2019,https://www.federalregister.gov/documents/2019/05/01/2019-08699/test-procedure-interim-waiver-process,,trump,progress,,,,,,,,,,,A rule streamlining the process in which the Department of Energy evaluates interim waiver applications from energy efficiency testing. ,"Manufacturers of products subject to the Department of Energy's (DOE) energy efficiency standards must follow test procedures to demonstrate that their products comply. DOE can grant waivers from these testing requirements for products that would be difficult to test or evaluate under the prescribed rules. DOE may require alternate testing procedures when granting waivers.
<br><br> 
In response to delays in processing waiver applications, DOE <a href=""https://www.federalregister.gov/documents/2019/05/01/2019-08699/test-procedure-interim-waiver-process"">proposed</a> a rule to streamline the process in which they evaluate waiver applications on May 1, 2019. The proposed rule would require DOE to notify an applicant of an interim waiver of the disposition of the request within 30 business days upon receipt of the application. If the DOE fails to satisfy this requirement, the interim waiver would be granted. The rule is an E.O. 13771 deregulatory action.
"
200,,,5/16/2019,In Rulemaking,,,,Other,DHS,Department of Homeland Security,,Fire extinguishers for recreational vessels,5/13/2019,https://www.federalregister.gov/documents/2019/05/13/2019-09699/fire-protection-for-recreational-vessels,,trump,progress,,,,,,,,,,,A rule exempting recreational vessels from certain fire extinguishing equipment standards.,"On May 13, 2019, the Coast Guard <a href=""https://www.federalregister.gov/documents/2019/05/13/2019-09699/fire-protection-for-recreational-vessels"">proposed</a> a rule that would relieve recreational vessels from having to comply with certain fire extinguisher equipment standards. It does not change any standards for commercial vessels. The rule is an E.O. 13771 deregulatory action. "
201,,,5/16/2019,In Rulemaking,,,,Transportation,DoT,Department of Transportation,,"Locomotive engineer certification revisions
",5/9/2019,https://www.federalregister.gov/documents/2019/05/09/2019-09028/qualification-and-certification-of-locomotive-engineers-miscellaneous-revisions,,trump,progress,,,,,,,,,,,"A rule revising locomotive engineer licensing and certification requirements to be consistent with those of train conductors. 
","The Department of Transportation (DOT) prescribes regulations regarding licensing and certification of locomotive engineers, which were established in 1991 (<a href=""https://www.federalregister.gov/documents/2009/12/23/E9-30439/qualification-and-certification-of-locomotive-engineers-miscellaneous-revisions"">last amended in 2009</a>), and of train conductors, which were <a href=""https://www.federalregister.gov/documents/2011/11/09/2011-28175/conductor-certification"">prescribed in 2011</a>. On May 9, 2019, DOT <a href=""https://www.federalregister.gov/documents/2019/05/09/2019-09028/qualification-and-certification-of-locomotive-engineers-miscellaneous-revisions"">proposed</a> to revise the requirements for locomotive engineers so that they are consistent with those of train conductors.The proposed changes include handling engineer and conductor petitions regarding certifications with a single review board and streamlining the filing requirements for petitions. The proposed rule is expected to be an E.O. 13771 deregulatory action. "
202,,,5/16/2019,In Effect,,,,Health,HHS,Department of Health and Human Services,,Streamlining Medicare appeals ,10/2/2018,https://www.federalregister.gov/documents/2018/10/02/2018-21223/medicare-program-changes-to-the-medicare-claims-and-medicare-prescription-drug-coverage,,trump,progress,5/7/2019,https://www.federalregister.gov/documents/2019/05/07/2019-09114/medicare-program-changes-to-the-medicare-claims-and-medicare-prescription-drug-coverage,,trump,progress,7/8/2019,,,trump,progress,A rule streamlining the process for Medicare claims and prescription drug coverage determination appeals. ,"Once Medicare makes a coverage or payment determination under Medicare Parts A, B, or D, affected parties have the right to appeal the decision. On October 2, 2018, the Centers for Medicare and Medicaid Services (CMS) <a href=""https://www.federalregister.gov/documents/2018/10/02/2018-21223/medicare-program-changes-to-the-medicare-claims-and-medicare-prescription-drug-coverage"">proposed</a> a rule to streamline the appeals process. Among other provisions, the rule removes the requirement that appellants sign appeal requests. Previously, some appeal forms had signature requirements and others did not, and CMS estimated that 284,486 of the approximately 4.5 million appeal requests a year were dismissed for not containing a signature when needed. The rule also specifies timeframes for certain actions, and revises provisions from the final <a href=""https://www.govinfo.gov/content/pkg/FR-2017-01-17/pdf/2016-32058.pdf"">January 2017</a> rule that “upon further review, pose unanticipated challenges with implementation.” The rule was <a href=""https://www.federalregister.gov/documents/2019/05/07/2019-09114/medicare-program-changes-to-the-medicare-claims-and-medicare-prescription-drug-coverage"">finalized</a> May 7, 2019, and is effective July 8, 2019. The rule is an E.O. 13771 deregulatory action. 
"
203,204,1,6/20/2019,Repealed,,,,Health,HHS,Health and Human Services Department,,Nondiscrimination provisions in the Affordable Care Act,9/8/2015,https://www.federalregister.gov/documents/2015/09/08/2015-22043/nondiscrimination-in-health-programs-and-activities,,obama,progress,5/18/2016,https://www.federalregister.gov/documents/2016/05/18/2016-11458/nondiscrimination-in-health-programs-and-activities?utm_campaign=subscription+mailing+list&utm_medium=email&utm_source=federalregister.gov,,obama,progress,12/31/2016,https://affordablecareactlitigation.files.wordpress.com/2018/12/FA-briefing-schedule-order.pdf,,court,block,A rule establishing expansive definitions of nondiscrimination provisions in the Affordable Care Act.,"Section 1557 is a civil rights nondiscrimination provision of the Affordable Care Act (ACA) that prohibits discrimination on the basis of race, color, national origin, sex, age, or disability in certain health programs or activities, including those that receive federal financial assistance. Section 1557(c) of the ACA authorizes the Secretary of the Department of Human and Health Services (HHS) to implement the nondiscrimination requirements of Section 1557. 
<br><br>
On August 1, 2013, HHS published a Request for Information (RFI) to solicit information on issues arising under Section 1557. Thereafter, on September 8, 2015, HHS <a href=""https://www.federalregister.gov/documents/2015/09/08/2015-22043/nondiscrimination-in-health-programs-and-activities"">proposed</a> a rule clarifying existing nondiscrimination requirements, and also setting forth new standards for the implementation of Section 1557. Under this new rule, HHS, defined “discrimination on the basis of sex” to include discrimination on the basis of pregnancy, (including childbirth, false pregnancy, termination of pregnancy and recovery), sex stereotyping, and gender identity. The rule further defined the term “gender identity” as “an individual's internal sense of gender, which may be different from an individual's sex assigned at birth.” This rule was <a href=""https://www.federalregister.gov/documents/2016/05/18/2016-11458/nondiscrimination-in-health-programs-and-activities?utm_campaign=subscription+mailing+list&utm_medium=email&utm_source=federalregister.gov"">finalized</a> on May 18, 2016, and went into effect on July 18, 2016. However, lawsuits challenging the regulation were subsequently filed. On December 31, 2016, a federal judge in Texas <a href=""https://affordablecareactlitigation.files.wordpress.com/2018/12/FA-briefing-schedule-order.pdf"">issued</a> a nationwide preliminary injunction against this rule, finding that it is unlawful under the Administrative Procedure Act, and prevented its enforcement. On April 5, 2019, the Department of Justice (DoJ) agreed that parts of the rule were unlawful and suggested that a new proposed rule would be released in the future. "
204,203,2,6/20/2019,In Rulemaking,,,,Health,HHS,Health and Human Services Department,,Nondiscrimination provisions in the Affordable Care Act: Repeal and Revisions,5/24/2019,https://www.hhs.gov/sites/default/files/1557-nprm-hhs.pdf,,trump,progress,,,,,,,,,,,"A rule revising and repealing expansionary nondiscrimination provisions in the Affordable Care Act.
","On May 24, 2019, the Office of Civil Rights (OCR) of the Department of Human and Health Services (HHS) <a href=""https://www.hhs.gov/sites/default/files/1557-nprm-hhs.pdf"">promulgated</a> a proposed rule revising Section 1557 provisions. This rule aims to “better comply with the mandates of Congress, address legal concerns, relieve billions of dollars in undue regulatory burdens, further substantive compliance, reduce confusion, and clarify the scope of Section 1557.”
<br><br>
The proposed rule revises and repeals some provisions from the 2016 rule (above), which had established expansive definitions of nondiscrimination. Among other things, it removes the definitions regarding “sex discrimination” proposed in the 2016 rule, thereby removing specific nondiscrimination protections based on sex, gender identity, and pregnancy. This rule is expected to be an E.O. 13771 deregulatory action and generate cost savings up to $3.6 billion. <span class=""new"">The rule was <a href=""https://www.federalregister.gov/documents/2019/06/14/2019-11512/nondiscrimination-in-health-and-health-education-programs-or-activities"">published</a> in the Federal Register on June 14, 2019, and will be open for comments through August 13.</span> "
205,206,1,6/4/2019,In Rulemaking,,,,Housing,HUD,Department of Housing and Urban Development,Homeless transgender protections,Homeless transgender protections,11/20/2015,https://www.federalregister.gov/documents/2015/11/20/2015-29342/equal-access-in-accordance-with-an-individuals-gender-identity-in-community-planning-and-development,,obama,progress,9/21/2016,https://www.federalregister.gov/documents/2016/09/21/2016-22589/equal-access-in-accordance-with-an-individuals-gender-identity-in-community-planning-and-development,,obama,progress,10/21/2016,,,obama,progress,"A rule requiring HUD-funded homeless shelters to provide transgender persons with access to programs, benefits, services, and accommodations in accordance with their gender identity.
","On February 3, 2012, HUD issued its 2012 <a href=""https://www.federalregister.gov/documents/2012/02/03/2012-2343/equal-access-to-housing-in-hud-programs-regardless-of-sexual-orientation-or-gender-identity"">Equal Access Rule</a>, which among other provisions, required that HUD-assisted housing be made available to people without regard to actual or perceived sexual orientation, gender identity, or marital status. The rule also generally prohibited inquiries into sexual orientation or gender identity for  determining eligibility for, or availability of, such housing. However, the Equal Access Rule did not adopt a national policy on the placement of transgender persons in temporary, emergency shelters with shared sleeping quarters or shared bathing facilities.
<br><br>
On November 20, 2015, HUD <a href=""https://www.federalregister.gov/documents/2015/11/20/2015-29342/equal-access-in-accordance-with-an-individuals-gender-identity-in-community-planning-and-development"">proposed a rule</a> requiring HUD-funded homeless shelters to provide transgender persons and other persons who do not identify with the sex they were assigned at birth with access to programs, benefits, services, and accommodations in accordance with their gender identity. It also eliminated the Equal Access Rule's prohibition on inquiries related to sexual orientation or gender identity, but maintained the prohibition against discrimination on those bases. The rule was <a href=""https://www.federalregister.gov/documents/2016/09/21/2016-22589/equal-access-in-accordance-with-an-individuals-gender-identity-in-community-planning-and-development"">finalized</a> September 21, 2016 and was effective October 21, 2016. 
"
206,205,2,6/4/2019,In Rulemaking,,,,Housing,HUD,Department of Housing and Urban Development,Homeless transgender protections,New Rule Proposal,5/22/2019,https://www.reginfo.gov/public/do/eAgendaViewRule?pubId=201904&RIN=2506-AC53,,trump,progress,,,,,,,,,,,A rule weakening Obama-era protections for homeless transgender individuals.,"On May 22, HUD <a href=""https://www.reginfo.gov/public/do/eAgendaViewRule?pubId=201904&RIN=2506-AC53"">proposed</a> to allow HUD-funded homeless shelters that have facilities segregated by sex--such as bathrooms and sleeping quarters--to establish a policy that considers an individual’s sex for the purposes of determining admission. Shelters would be allowed to consider a range of factors, including “privacy, safety, practical concerns, religious beliefs” when deciding whether or how to accommodate someone. The public will have 60 days to comment on the proposal upon its publication in the Federal Register.  
"
207,208,1,6/4/2019,In Rulemaking,,,,Environmental,EPA,Environmental Protection Agency,Photochemical Assessment Monitoring Station Program Requirements,Photochemical Assessment Monitoring Station Program Requirements,12/17/2014,https://www.federalregister.gov/documents/2014/12/17/2014-28674/national-ambient-air-quality-standards-for-ozone,,obama,progress,10/26/2015,https://www.federalregister.gov/documents/2015/10/26/2015-26594/national-ambient-air-quality-standards-for-ozone,,obama,progress,12/28/2015,,,obama,progress,A rule setting standards for the air quality monitoring stations. ,"The Environmental Protection Agency’s (EPA) Photochemical Assessment Monitoring Stations (PAMS) are air monitoring sites started in the 1990s to meet the requirements of the Clean Air Act. The data from these sites are used to understand ozone pollution trends and monitor air quality. On December 17, 2014, EPA <a href=""https://www.federalregister.gov/documents/2014/12/17/2014-28674/national-ambient-air-quality-standards-for-ozone"">proposed</a> significant revisions to PAMS requirements as part of the Ozone National Ambient Air Quality Standards review, which were <a href=""https://www.federalregister.gov/documents/2015/10/26/2015-26594/national-ambient-air-quality-standards-for-ozone"">finalized</a> October 26, 2015 and effective December 28, 2015. These 2015 PAMS revisions modified monitoring seasons, performance requirements, procedures, and the required PAMS locations. Although the revisions reduced the number of required sites from 75 to 43, the revisions required 27 new sites, and existing sites would have to update their equipment to comply with other requirements. States are required to comply with the revised PAMS measurements by June 1, 2019.
"
208,207,2,6/4/2019,In Rulemaking,,,,Environmental,EPA,Environmental Protection Agency,Photochemical Assessment Monitoring Station Program Requirements,Delay,5/31/2019,https://www.federalregister.gov/documents/2019/05/31/2019-11406/extension-of-start-date-for-revised-photochemical-assessment-monitoring-stations,,trump,progress,,,,,,,,,,,"A rule extending the compliance date of the 2015 PAMS requirements to June 1, 2021.","On May 31, 2019, EPA <a href=""https://www.federalregister.gov/documents/2019/05/31/2019-11406/extension-of-start-date-for-revised-photochemical-assessment-monitoring-stations"">proposed</a> to extend the compliance date of the 2015 PAMS requirements from June 1, 2019 to June 1, 2021. This action is expected to be an E.O. 13771 deregulatory action.
"
209,,,6/11/2019,In Rulemaking,,,,Transportation,DoT,Department of Transportation,,Check pilot medical certificates,6/3/2019,https://www.federalregister.gov/documents/2019/06/03/2019-11086/removal-of-check-pilot-medical-certificate-requirement,,trump,progress,,,,,,,,,,,A rule removing medical certificate requirement for check pilots and flight instructors to make the regulatory text consistent.,"Check pilots are airpeople approved by the Federal Aviation Administration(FAA) to evaluate and certify the knowledge and skills of other flightcrew members. Currently, there are inconsistencies in the regulatory text regarding check pilots and flight instructors and whether they are required to hold a medical certificate under certain circumstances. On June 3, 2019, FAA <a href=""https://www.federalregister.gov/documents/2019/06/03/2019-11086/removal-of-check-pilot-medical-certificate-requirement"">proposed</a> a rule attempting to address these inconsistencies. It would allow check pilots and flight instructors to continue to perform their functions without a medical certificate, unless they are serving as required flightcrew members. It would also remove the medical certificate requirement for check pilots in commuter and on demand operations (definitions of operations <a href=""https://www.law.cornell.edu/cfr/text/14/110.2"">here</a>) who perform their functions in aircraft and are not serving as required flightcrew members. The proposed rule is expected to be an E.O. 13771 deregulatory action. "
210,,,6/11/2019,In Rulemaking,,,,Financial,SBA,Small Business Administration,,Surety Bond Guarantee Program,6/3/2019,https://www.federalregister.gov/documents/2019/06/03/2019-11509/streamlining-surety-bond-guarantee-program,,trump,progress,,,,,,,,,,,A rule streamlining the U.S. Small Business Administration’s Surety Bond Guarantee Program.,"Under the Surety Bond Guarantee Program, the U.S. Small Business Administration (SBA) guarantees bid, payment, and performance bonds for small and emerging contractors who cannot obtain surety bonds through regular commercial channels. On June 3, 2019, SBA published an <a href=""https://www.federalregister.gov/documents/2019/06/03/2019-11509/streamlining-surety-bond-guarantee-program"">advance notice of proposed rulemaking</a> soliciting comments identifying which regulations should be repealed, replaced, or modified because they are obsolete, unnecessary, ineffective, or burdensome."
211,,,6/11/2019,In Rulemaking,,,,Agriculture,USDA,U.S. Department of Agriculture,,Movement of genetically engineered organisms,6/6/2019,https://www.federalregister.gov/documents/2019/06/06/2019-11704/movement-of-certain-genetically-engineered-organisms,,trump,progress,,,,,,,,,,,"A rule modernizing regulations regarding the importation, interstate movement, and environmental release of certain genetically engineered organisms. ","On June 6, 2019, U.S. Department of Agriculture (USDA) <a href=""https://www.federalregister.gov/documents/2019/06/06/2019-11704/movement-of-certain-genetically-engineered-organisms"">proposed</a> to revise rules regarding the importation, interstate movement, and environmental release of certain genetically engineered organisms in response to advances in genetic engineering. The rule is intended to reduce the regulatory burden for developers that are unlikely to pose plant pest risks. The proposed rule is expected to be an E.O. 13771 deregulatory action, and would be the first comprehensive revision of these regulations since 1987. "
212,,,6/27/2019,In Effect,,,,Environmental,DoI,Department of the Interior,,Controlling Canada goose populations,4/25/2018,https://www.federalregister.gov/documents/2018/04/25/2018-08500/migratory-bird-permits-regulations-for-managing-resident-canada-goose-populations,,trump,progress,6/20/2019,https://www.federalregister.gov/documents/2019/06/20/2019-13097/migratory-bird-permits-regulations-for-managing-resident-canada-goose-populations,,tump,progress,7/22/2019,https://www.federalregister.gov/documents/2019/06/20/2019-13097/migratory-bird-permits-regulations-for-managing-resident-canada-goose-populations,,trump,progress,"A rule allowing the destruction of Canada goose nests and eggs at any time of the year. 
","In 2005, the Fish and Wildlife Service (FWS) published a <a href=""https://www.federalregister.gov/documents/2005/11/18/05-22813/availability-of-final-environmental-impact-statement-on-resident-canada-goose-management"">final environmental impact statement</a> documenting that resident Canada goose population levels ""are increasingly coming into conflict with people and causing personal and public property damage."" FWS has since implemented a series of actions addressing this issue, including depredation and control orders that allow authorized personnel to destroy nests and eggs between March 1 and June 30. However, some geese initiate nests in February, particularly in the southern United States, and FWS expects nest initiation dates and egg hatchings will begin earlier over time. On April 25, 2018, FWS <a href=""https://www.federalregister.gov/documents/2018/04/25/2018-08500/migratory-bird-permits-regulations-for-managing-resident-canada-goose-populations"">proposed a rule</a> to allow the destruction of geese nests and eggs at any time of the year. It was <a href=""https://www.federalregister.gov/documents/2019/06/20/2019-13097/migratory-bird-permits-regulations-for-managing-resident-canada-goose-populations"">finalized</a> June 20, 2019 and is effective July 22. It is an E.O. 13771 deregulatory action. "
